���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
エリクサー発見,赤色の薬草を採集する,アイメル,"えっ？…まさか？…ホントに？…信じられない！
<p>本当に<YellowBold>エリクサー</>を知らないの？あらまぁ…
<p>いいわ。それじゃ、あそこにあるツボミのついた植物を集めてきて。
<p>こんな説明をしてる暇があったら脱出すべきなんだろうけど…。",,
エリクサー発見,青色の薬草を採集する,,,,
エリクサー発見,黄色の薬草を採集する,,,,
エリクサー発見,紫色の薬草を採集する,,,,
エリクサー発見,アイメルの所に戻る,,,,
エリクサー発見,エリクサーの製造法を覚える,アイメル,1度しか言わないからよーく聞くのよ！,,
エリクサー発見,エリクサーの製造法を覚える,,,,
エリクサー発見,エリクサーの製造法を覚える,,,,
脱出,グランディスを倒しながら向かう,アイメル,急ぐわよ！ここでモタモタしている間も外では何か起きてるかもしれない。,アイメル,"どうやら逃げられたようね…ああ、もう！
<p>とっ捕まえたらタダじゃおかないから！"
脱出,逃亡,,,,
脱出,ラルフを倒す,,,,
脱出,アイメルの状態を確認する,,,,
脱出,逃亡,アイメル,うう…あ、あたしは大丈夫！それより今すぐここから出て！巣窟の外で合流よ！,,
脱出,ポータルストーンを動かす,,,,
脱出,ポータルストーンを動かす,,,,
象牙の塔地下の採集ダンジョン,採集ダンジョンの入場方法を覚える,アイメル,さっきのこと少し考えてみたんだけど、やっぱり象牙の塔の地下洞窟だと思うのよね。<p>エリクサーの材料が手に入るから時々寄ると良いわ。入る方法を教えてあげる。一度入れたんだからまた入るのは問題ないと思うわ。,アイメル,"それでも忘れずに持って行ってね。
<p>えっ？
なんでこんなことを教えるのかって？
銀の傭兵団では1,2を争う面倒見の良さなのよね、あたし。"
象牙の塔地下の採集ダンジョン,採集ダンジョンの入場方法を覚える,,,,
別れと出会い,奇妙な話を聞いた証人に会う,アイメル,あーあ！今回の件は見事に外しちゃったなあ。あたしはここでの出来事を師匠に報告するわ。<p>このモフモフの話をちょっと聞いてあげて。<YellowBold>[player]</>に会わせろってうるさいのよ。,よろず屋パン,"にゃーん！やっと会えたにゃ！待ってたのにゃ！まずはボクの品物を取り戻してくれてありがとうにゃ！
<p>あと図々しいとは思いつつ、頼みがあるんにゃ。"
守ってくださいにゃー！,グルーディオ平原に移動,よろず屋パン,ボクはこれからグルーディオ城の村に向かうのにゃ。で、<YellowBold>[player]</>が護衛してくれると嬉しいのにゃ。<p>最近どこも物騒で魔物に襲われないか心配なのにゃ。<p>もちろんタダでとは言わないにゃ！よろず屋は必ず恩返しをするのにゃ！,よろず屋パン,ここがグルーディオ平原なのにゃー！グルーディオ城の村に行くときは必ず通る場所にゃ。
商人のために,狂気の黒狼を倒す,よろず屋パン,"にゃっ、にゃにゃっ！？あ、あれは！狂気の黒狼なのにゃ！
しょっぱなから嫌な奴に遭ったにゃ…！
<p>いつも鼻をクンクンさせてて上品さの欠片もないうえに、鼻面ばかり長くて大嫌いなのにゃ！
<p><YellowBold>[player]</>！早くあの小汚い狂気の黒狼を退治してほしいにゃ！ボクはそのためにオマエをおとり…げふんげふん
<p>…用心棒として連れてきたのにゃ！",,
商人のために,狂気の黒狼を倒す,よろず屋パン,"待つにゃ！
まさか狼を倒したのに、手ぶらで戻ってきたのにゃ！？
<p>はあ…オマエはホントに何も知らないのにゃ。狂気の黒狼からは皮と爪が手に入るにゃ。こいつはステキなモノなのにゃ。
<p>わかったかにゃ？もっと説明が必要かにゃ？",,
商人のために,狼の爪の獲得,,,,
商人のために,よろず屋パンの所に戻る,,,,
金になる狐,赤毛狐を倒す,よろず屋パン,"ふにゃっ！ここはまさに動物の王国だにゃ！あそこにいる赤毛狐も追っ払ってほしいにゃ！
<p>奴らはズル賢くて根暗で陰険で、やっぱり鼻面が長いのにゃ！気に入らないのにゃ！",,
金になる狐,赤毛狐を倒す,よろず屋パン,"にゃーよく聞くのにゃ。奴らの尻尾、どうだにゃ？フサフサしててモフモフで見るからにステキだにゃ？使えそうなモノだと思わにゃいか？
<p>わからにゃいのにゃ！？オマエは商売人にはなれなそうにゃ…まあ、中途半端に知っちゃうよりは何も知らない方がきっと幸せにゃ。
<p>ボクの言うことさえ聞けばいいのにゃ。それじゃあ、赤毛狐の尻尾を集めてくるのにゃー！",,
金になる狐,狐の尾の獲得,,,,
金になる狐,よろず屋パンの所に戻る,,,,
艶のある皮,狼皮の獲得,よろず屋パン,"うおおお！奴らは間違いなく凶暴な黒狼！良いものをたらふく食べてるのか、毛の艶がすごいにゃ！商人の勘がビビッと来たにゃ！
<p>これは大当たりにゃ！あいつらを退治して艶のある黒い皮をありったけ持ってくるにゃ！",,
鬼ごっこ？,フォーレンを襲っているリザードマンを倒す,よろず屋パン,"ふにゃーリザードマンと仲のいい人間もいるのにゃ？あのヒトたちはなんでリザードマンと鬼ごっこをしているのにゃ？
<p>にゃ？何かおかしいにゃ！あれは遊んでいるんじゃなくて…早く逃げるのにゃ！
<p>にゃにゃっ！？こっちに来るにゃー！<YellowBold>[player]</>、どうにかするのにゃー！",フォーレン,ありがとうございます！た、助かりました…
鬼ごっこ？,押し寄せるリザードマンを倒す,,,,
鬼ごっこ？,フォーレンと話す,,,,
人狩りのリザードマン,メル族人狩り兵を倒す,フォーレン,"リザードマンの群れが村を襲って人々を連れ去ってしまいました。今もリザードマンがさきほど私にしたように、村人を探し歩いています。
<p>これ以上被害が広がらないようお助けください。どうかお願いします！",,
人狩りのリザードマン,フォーレンの所に戻る,,,,
追跡者の退治,メル族捕獲屋を倒す,フォーレン,リザードマン捕獲屋たちを倒してください。追跡者が逃げる村人を見つけると人狩りが村人を捕らえるという役割分担のようです。<p>村人たちが連れ去られないようにするには捕獲屋をまず倒すべきでしょう。,,
ちょっと待って！,リザードマンを倒して「メルリナ」と話す,フォーレン,"ああっ！誰かがリザードマンに囲まれています！
<p>あれは…メルリナ！メルリナに間違いありません！
お願いです、彼女を助けてください！",メルリナ,はぁ…はぁ…あ、あなたは？騎士様ですか？<p>助けてくれて感謝します。でも、もうダメみたい…
ちょっと待って！,リザードマンを倒して「メルリナ」と話す,,,,
ちょっと待って！,リザードマンを倒して「メルリナ」と話す,,,,
ちょっと待って！,怪我したメルリナと話す,,,,
メルリナの遺言,フォーレンと話す,メルリナ,"素敵な騎士様の胸に抱かれるのが夢だったのに…死ぬ前に叶えられたわ…。
<p>なんか…よく見えない…とても眠い…そろそろお別れのようです。最後に…この首飾りを…私の弟に届けてもらえますか…？
<p>名前は…
<p>……
<p>…（メルリナは息を引き取ったようだ）",フォーレン,メルリナは…ダメでしたか…<p>村のみんなに好かれていた、とってもいい娘だったのに…。
