Id,Nme,Desc,TaskType,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
499,디온 목초지 레토 리자드맨 주술사공략,레토 리자드맨 주술사 20회 처치하기,83,10281,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
500,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
501,디온 목초지 날카로운 말벌공략,날카로운 말벌 20회 처치하기,83,10282,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
502,디온 목초지 초원 앤틸로프공략,초원 앤틸로프 20회 처치하기,83,10283,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
503,디온 목초지 레토 리자드맨 약탈병공략,레토 리자드맨 약탈병 20회 처치하기,83,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
504,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
505,디온 목초지 레토 리자드맨 호위병공략,레토 리자드맨 호위병 20회 처치하기,83,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
506,디온 목초지 초원 윈드수스공략,초원 윈드수스 20회 처치하기,83,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
507,디온 목초지 엘븐 앤틸로프공략,엘븐 앤틸로프 20회 처치하기,83,10285,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
508,디온 목초지 레토 리자드맨 약탈병공략,레토 리자드맨 약탈병 20회 처치하기,83,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
509,디온 목초지 레토 리자드맨 경비병공략,레토 리자드맨 경비병 20회 처치하기,83,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
510,디온 목초지 레토 리자드맨 호위병공략,레토 리자드맨 호위병 20회 처치하기,83,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
511,디온 목초지 초원 윈드수스공략,초원 윈드수스 20회 처치하기,83,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
512,디온 목초지 엘븐 앤틸로프공략,엘븐 앤틸로프 20회 처치하기,83,10285,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
513,디온 목초지 브래카 오크 잠입병공략,브래카 오크 잠입병 20회 처치하기,83,10286,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
514,디온 목초지 엘더 앤틸로프공략,엘더 앤틸로프 20회 처치하기,83,10287,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
515,디온 목초지 예민한 흡혈 박쥐공략,예민한 흡혈 박쥐 20회 처치하기,83,10288,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
516,디온 목초지 거대 가시털 거미공략,거대 가시털 거미 20회 처치하기,83,10289,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
517,디온 목초지 흡혈 박쥐공략,흡혈 박쥐 20회 처치하기,83,10290,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
518,디온 목초지 툴란 버그베어공략,툴란 버그베어 20회 처치하기,83,10291,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
519,디온 목초지 흉폭한 불곰공략,흉폭한 불곰 20회 처치하기,83,10292,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
520,디온 목초지 초원 칼날 거미공략,초원 칼날 거미 20회 처치하기,83,10293,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
521,디온 목초지 강철 칼날 거미공략,강철 칼날 거미 20회 처치하기,83,10294,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
522,디온 목초지 불곰공략,불곰 20회 처치하기,83,10295,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
523,디온 목초지 버그베어공략,버그베어 20회 처치하기,83,10296,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
524,디온 목초지 엘븐 윈드수스공략,엘븐 윈드수스 20회 처치하기,83,10297,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
525,디온 목초지 엘븐 불곰공략,엘븐 불곰 20회 처치하기,83,10091,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
526,디온 목초지 브래카 오크 돌격병공략,브래카 오크 돌격병 20회 처치하기,83,10092,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
527,디온 목초지 핏빛 말벌공략,핏빛 말벌 20회 처치하기,83,10093,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
528,디온 목초지 브래카 오크 잠입병공략,브래카 오크 잠입병 20회 처치하기,83,10286,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
529,디온 목초지 엘더 앤틸로프공략,엘더 앤틸로프 20회 처치하기,83,10287,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
530,디온 목초지 예민한 흡혈 박쥐공략,예민한 흡혈 박쥐 20회 처치하기,83,10288,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
531,디온 목초지 거대 가시털 거미공략,거대 가시털 거미 20회 처치하기,83,10289,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
532,디온 목초지 흡혈 박쥐공략,흡혈 박쥐 20회 처치하기,83,10290,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
533,디온 목초지 툴란 버그베어공략,툴란 버그베어 20회 처치하기,83,10291,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
534,디온 목초지 흉폭한 불곰공략,흉폭한 불곰 20회 처치하기,83,10292,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
535,디온 목초지 초원 칼날 거미공략,초원 칼날 거미 20회 처치하기,83,10293,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
536,디온 목초지 강철 칼날 거미공략,강철 칼날 거미 20회 처치하기,83,10294,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
537,디온 목초지 불곰공략,불곰 20회 처치하기,83,10295,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
538,디온 목초지 버그베어공략,버그베어 20회 처치하기,83,10296,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
539,디온 목초지 엘븐 윈드수스공략,엘븐 윈드수스 20회 처치하기,83,10297,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
540,디온 목초지 엘븐 불곰공략,엘븐 불곰 20회 처치하기,83,10091,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
541,디온 목초지 브래카 오크 돌격병공략,브래카 오크 돌격병 20회 처치하기,83,10092,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
542,디온 목초지 핏빛 말벌공략,핏빛 말벌 20회 처치하기,83,10093,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
543,크루마 늪지 검은 줄무늬 거미공략,검은 줄무늬 거미 20회 처치하기,83,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
544,크루마 늪지 미스트 호러 리퍼공략,미스트 호러 리퍼 20회 처치하기,83,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
545,크루마 늪지 호러 리퍼공략,호러 리퍼 20회 처치하기,83,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
546,크루마 늪지 늪지 독 거미공략,늪지 독 거미 20회 처치하기,83,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
547,크루마 늪지 늪지 박쥐공략,늪지 박쥐 20회 처치하기,83,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
548,크루마 늪지 저주받은 감시자공략,저주받은 감시자 20회 처치하기,83,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
549,크루마 늪지 검은 줄무늬 거미공략,검은 줄무늬 거미 20회 처치하기,83,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
550,크루마 늪지 미스트 호러 리퍼공략,미스트 호러 리퍼 20회 처치하기,83,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
551,크루마 늪지 호러 리퍼공략,호러 리퍼 20회 처치하기,83,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
552,크루마 늪지 늪지 독 거미공략,늪지 독 거미 20회 처치하기,83,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
553,크루마 늪지 늪지 박쥐공략,늪지 박쥐 20회 처치하기,83,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
554,크루마 늪지 저주받은 감시자공략,저주받은 감시자 20회 처치하기,83,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
555,크루마 늪지 검은 줄무늬 거미공략,검은 줄무늬 거미 20회 처치하기,83,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
556,크루마 늪지 미스트 호러 리퍼공략,미스트 호러 리퍼 20회 처치하기,83,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
557,크루마 늪지 호러 리퍼공략,호러 리퍼 20회 처치하기,83,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
558,크루마 늪지 늪지 독 거미공략,늪지 독 거미 20회 처치하기,83,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
559,크루마 늪지 늪지 박쥐공략,늪지 박쥐 20회 처치하기,83,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
560,크루마 늪지 저주받은 감시자공략,저주받은 감시자 20회 처치하기,83,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
561,크루마 늪지 검은 줄무늬 거미공략,검은 줄무늬 거미 20회 처치하기,83,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
562,크루마 늪지 미스트 호러 리퍼공략,미스트 호러 리퍼 20회 처치하기,83,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
563,크루마 늪지 호러 리퍼공략,호러 리퍼 20회 처치하기,83,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
564,크루마 늪지 늪지 독 거미공략,늪지 독 거미 20회 처치하기,83,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
565,크루마 늪지 늪지 박쥐공략,늪지 박쥐 20회 처치하기,83,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
566,크루마 늪지 저주받은 감시자공략,저주받은 감시자 20회 처치하기,83,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
567,크루마 늪지 검은 줄무늬 거미공략,검은 줄무늬 거미 20회 처치하기,83,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
568,크루마 늪지 미스트 호러 리퍼공략,미스트 호러 리퍼 20회 처치하기,83,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
569,크루마 늪지 호러 리퍼공략,호러 리퍼 20회 처치하기,83,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
570,크루마 늪지 늪지 독 거미공략,늪지 독 거미 20회 처치하기,83,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
571,크루마 늪지 늪지 박쥐공략,늪지 박쥐 20회 처치하기,83,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
572,크루마 늪지 저주받은 감시자공략,저주받은 감시자 20회 처치하기,83,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
573,크루마 늪지 멜 리자드맨 선봉대공략,멜 리자드맨 선봉대 20회 처치하기,83,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
574,크루마 늪지 해골 정찰병공략,해골 정찰병 20회 처치하기,83,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
575,크루마 늪지 해골 추격병공략,해골 추격병 20회 처치하기,83,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
576,크루마 늪지 멜 리자드맨 주술사공략,멜 리자드맨 주술사 20회 처치하기,83,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
577,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
578,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
579,크루마 늪지 늪지의 망자공략,늪지의 망자 20회 처치하기,83,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
580,크루마 늪지 멜 리자드맨 선봉대공략,멜 리자드맨 선봉대 20회 처치하기,83,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
581,크루마 늪지 해골 정찰병공략,해골 정찰병 20회 처치하기,83,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
582,크루마 늪지 해골 추격병공략,해골 추격병 20회 처치하기,83,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
583,크루마 늪지 멜 리자드맨 주술사공략,멜 리자드맨 주술사 20회 처치하기,83,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
584,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
585,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
586,크루마 늪지 늪지의 망자공략,늪지의 망자 20회 처치하기,83,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
587,크루마 늪지 멜 리자드맨 선봉대공략,멜 리자드맨 선봉대 20회 처치하기,83,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
588,크루마 늪지 해골 정찰병공략,해골 정찰병 20회 처치하기,83,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
589,크루마 늪지 해골 추격병공략,해골 추격병 20회 처치하기,83,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
590,크루마 늪지 멜 리자드맨 주술사공략,멜 리자드맨 주술사 20회 처치하기,83,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
591,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
592,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
593,크루마 늪지 늪지의 망자공략,늪지의 망자 20회 처치하기,83,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
594,크루마 늪지 멜 리자드맨 주술사공략,멜 리자드맨 주술사 20회 처치하기,83,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
595,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
596,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
597,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
598,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
599,크루마 늪지 늪지의 망자공략,늪지의 망자 20회 처치하기,83,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
600,크루마 늪지 멜 리자드맨 주술사공략,멜 리자드맨 주술사 20회 처치하기,83,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
601,크루마 늪지 멜 리자드맨 추격병공략,멜 리자드맨 추격병 20회 처치하기,83,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
602,크루마 늪지 멜 리자드맨 척후병공략,멜 리자드맨 척후병 20회 처치하기,83,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
603,크루마 늪지 늪지 어쌔신공략,늪지 어쌔신 20회 처치하기,83,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
604,크루마 늪지 늪지 암살자공략,늪지 암살자 20회 처치하기,83,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
605,크루마 늪지 늪 스타카토 사신공략,늪 스타카토 사신 20회 처치하기,83,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
606,크루마 늪지 늪지의 자객공략,늪지의 자객 20회 처치하기,83,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
607,크루마 늪지 늪 스타카토 노예공략,늪 스타카토 노예 20회 처치하기,83,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
608,크루마 늪지 늪 스타카토 자객공략,늪 스타카토 자객 20회 처치하기,83,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
609,크루마 늪지 파괴적 암살자공략,파괴적 암살자 20회 처치하기,83,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
610,크루마 늪지 늪지 암살자 공략,늪지 암살자 20회 처치하기,83,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
611,크루마 늪지 늪지 어쌔신공략,늪지 어쌔신 20회 처치하기,83,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
612,크루마 늪지 늪지 암살자공략,늪지 암살자 20회 처치하기,83,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
613,크루마 늪지 늪 스타카토 사신공략,늪 스타카토 사신 20회 처치하기,83,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
614,크루마 늪지 늪지의 자객공략,늪지의 자객 20회 처치하기,83,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
615,크루마 늪지 늪 스타카토 노예공략,늪 스타카토 노예 20회 처치하기,83,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
616,크루마 늪지 늪 스타카토 자객공략,늪 스타카토 자객 20회 처치하기,83,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
617,크루마 늪지 파괴적 암살자공략,파괴적 암살자 20회 처치하기,83,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
618,크루마 늪지 늪지 암살자 공략,늪지 암살자 20회 처치하기,83,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
619,크루마 늪지 늪지 어쌔신공략,늪지 어쌔신 20회 처치하기,83,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
620,크루마 늪지 늪지 암살자공략,늪지 암살자 20회 처치하기,83,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
621,크루마 늪지 늪 스타카토 사신공략,늪 스타카토 사신 20회 처치하기,83,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
622,크루마 늪지 늪지의 자객공략,늪지의 자객 20회 처치하기,83,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
623,크루마 늪지 늪 스타카토 노예공략,늪 스타카토 노예 20회 처치하기,83,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
624,크루마 늪지 늪 스타카토 자객공략,늪 스타카토 자객 20회 처치하기,83,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
625,크루마 늪지 파괴적 암살자공략,파괴적 암살자 20회 처치하기,83,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
626,크루마 늪지 늪지 암살자 공략,늪지 암살자 20회 처치하기,83,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
627,크루마 늪지 미친 암살자공략,미친 암살자 20회 처치하기,83,10314,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
628,크루마 늪지 암흑 성가단 프리마공략,암흑 성가단 프리마 20회 처치하기,83,10315,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
629,크루마 늪지 파괴적 암살자공략,파괴적 암살자 20회 처치하기,83,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
630,크루마 늪지 늪지 암살자 공략,늪지 암살자 20회 처치하기,83,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
631,크루마 늪지 미친 암살자공략,미친 암살자 20회 처치하기,83,10314,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
632,크루마 늪지 암흑 성가단 프리마공략,암흑 성가단 프리마 20회 처치하기,83,10315,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
